code %
J06	0.116040943145363
I11	0.074195684188661
E11	0.042532121488196
M42	0.038912170308703
I25	0.031456561423313
I67	0.029371856247993
H52	0.02228128748124
K29	0.01673663140382
G90	0.014253233158957
J00	0.014130500163806
J45	0.013539079487403
J04	0.012682960464123
N95	0.011943161201734
J20	0.011389367771466
M17	0.010997896018391
N76	0.010798461329197
J35	0.010711563106916
I83	0.009465426878536
H25	0.008988533489762
J30	0.008882072331821
H40	0.008736566110778
N40	0.008543485886227
E04	0.008458372791008
I20	0.007748325646317
G93	0.007441864141634
K59	0.007364200095142
M19	0.007345467280296
M21	0.00730706133676
C50	0.006728606706712
D25	0.006708448728697
H10	0.006671115330639
N30	0.00636010652698
N60	0.006073053687718
H65	0.006072025219452
M53	0.005921817429193
E10	0.005787117471146
E03	0.005723462631678
H35	0.005571859063058
M15	0.00551512434578
M54	0.005430672408732
J02	0.004555901378826
J31	0.004541106128199
J01	0.004466960912417
N20	0.004463008655795
I48	0.004305770550317
M16	0.004171445248566
G96	0.004152521432471
E06	0.004107158635735
D50	0.003946769009642
H61	0.003932399838724
N41	0.003724818211622
K81	0.00370327914765
L20	0.003632946610655
C61	0.003620656414875
N81	0.003565501131007
N11	0.003483069399481
L02	0.003290811949544
N80	0.003176027544848
G40	0.003048916213364
N94	0.003006403742966
D23	0.002982381662752
J34	0.002971391744709
N39	0.002969107075918
I49	0.002957029919993
I70	0.002950205298428
E28	0.00289733468335
H90	0.002897040835274
G24	0.002877411783796
N92	0.002866730406232
N83	0.00286250634014
K86	0.002861404409854
K64	0.00270363737784
J41	0.002601392939789
K04	0.002557271651174
M77	0.002537113673159
N97	0.002533477303219
M41	0.002439688343555
E66	0.00231237866462
N86	0.002307104091655
K80	0.002294850626885
N84	0.002287644002821
N28	0.002285756028932
G44	0.002269645808165
J18	0.002170854085007
H60	0.002170435351499
J03	0.002144238795521
M51	0.002121612493668
M13	0.002104488497038
H68	0.0020730320605
H27	0.002021865764263
D17	0.002020815257391
J44	0.00199406039007
K58	0.001966901481644
I69	0.001899331116563
B18	0.001879893066334
C18	0.001849318174025
H00	0.001837880137665
E89	0.001810133533087
N99	0.00178436305682
G20	0.001770133463739
K52	0.001759812050069
Q24	0.001758438310314
M05	0.001742533783199
N72	0.001737920368406
K02	0.001716124187367
B01	0.001692748572919
N85	0.001680913841658
E07	0.001667999218717
K42	0.001643191094899
S52	0.001624304009813
I10	0.001623224118133
K21	0.0016033820268
E05	0.001562103718321
I34	0.001535370889605
J40	0.001513831825633
G35	0.00146994561548
G98	0.00143921645293
N31	0.001418412009148
M25	0.001395131895325
J42	0.001375995039374
L60	0.001363308148692
K40	0.001346852656435
K82	0.001345802149563
E34	0.001326173098085
C34	0.001305941658051
J32	0.001291770834585
H66	0.001272303399549
H04	0.001246959002992
S06	0.001239590762486
L50	0.001230929590445
T78	0.00121227758382
I87	0.001211631118053
I21	0.00120516646038
S82	0.001199583346936
D21	0.001167142519344
L30	0.00115325085155
N73	0.001150025868915
Q21	0.001133166335554
C16	0.001124850435002
M75	0.001098315953738
M06	0.001094877931248
C54	0.001092314106785
N47	0.001015634451348
M65	0.00100246271134
S00	0.000993544422233
M81	0.000981739075779
E78	0.000978624286173
S62	0.000976684888872
L23	0.000974605913734
L72	0.000974576528926
C44	0.000952501192215
C64	0.00094003468759
M79	0.00093779409601
L08	0.000933085180592
N91	0.000932989679967
S93	0.000925650824269
G80	0.000919560822893
C20	0.000914712329639
K76	0.000888802275536
K00	0.000875344033654
N48	0.000870877542899
H01	0.000867358712188
S42	0.000853430313385
S92	0.000841323772653
K26	0.000818756240415
C56	0.00081038891645
N88	0.000782686389083
H50	0.000781606497404
I86	0.000768427411195
N43	0.000766855323988
N18	0.00075093610447
D18	0.000749437479282
S61	0.000741797429305
K43	0.000731703747894
L04	0.000728493457664
M10	0.000725745978153
S60	0.00072271934297
M95	0.0007147193291
K83	0.000704478723651
S01	0.000701936937793
M43	0.000699777154435
Q65	0.000694745006133
S83	0.000694722967527
L03	0.000694289541615
S90	0.00068252092617
N90	0.000673169211151
C53	0.00066705717117
K60	0.00066527939031
N70	0.000660115010374
M23	0.000659696276866
M70	0.000653591583086
I80	0.00064885328286
C43	0.000641845006247
I63	0.000641565850575
C67	0.000639677876687
L27	0.00063029677686
L98	0.000627887222636
G56	0.000623259115439
S80	0.000621503373185
N64	0.000609051560964
M92	0.000606127772607
C73	0.000585903678775
K74	0.000577022120677
K07	0.000567317787967
D27	0.000564996388166
B00	0.00056219013904
M60	0.000554212163776
B37	0.000550421523596
N87	0.000530689625291
K91	0.000528449033711
K30	0.000513418704623
H92	0.000513088125538
K25	0.000509143215117
E01	0.000499673960867
G25	0.0004990274951
E22	0.000497021981981
I51	0.000493157879782
G54	0.000492129411515
S20	0.00049210737291
H16	0.0004916812932
H11	0.000491313983105
M45	0.000489279085178
D69	0.000480184487225
D24	0.000474219371282
D22	0.000472118357539
I42	0.000468173447118
K35	0.000461951214108
G43	0.000461444326177
C91	0.000455662865281
D12	0.000450520523951
J37	0.000448287278573
M67	0.000446671114155
H26	0.000443512247338
G50	0.000442263393015
C25	0.000435776696737
N10	0.000435666503708
G62	0.000435056768951
C92	0.000434197263328
K51	0.000433014524822
N13	0.000424661893261
G47	0.000423743618024
Q20	0.000416169683864
I45	0.000415266101031
J33	0.000415001637762
I88	0.000410549839411
M20	0.000407288125767
N89	0.000403769295056
K57	0.00040366644823
S81	0.000400294541557
M24	0.000395864781811
C97	0.000390729786683
M71	0.000390318399377
K31	0.000385198096652
