icd_10,probs
I11.9,0.03904228611562153
I20.0,0.002038611477935182
I20.1,0.002038611477935182
I20.8,0.002038611477935182
I20.9,0.002038611477935182
I21.01,0.00010569449844608268
I21.02,0.00010569449844608268
I21.09,0.00010569449844608268
I21.11,0.00010569449844608268
I21.19,0.00010569449844608268
I21.21,0.00010569449844608268
I21.29,0.00010569449844608268
I21.3,0.00010569449844608268
I21.4,0.00010569449844608268
I21.9,0.00010569449844608268
I21.A1,0.00010569449844608268
I21.A9,0.00010569449844608268
I25.10,0.00275877697544547
I25.2,0.00275877697544547
I25.3,0.00275877697544547
I25.41,0.00275877697544547
I25.42,0.00275877697544547
I25.5,0.00275877697544547
I25.6,0.00275877697544547
I25.82,0.00275877697544547
I25.83,0.00275877697544547
I25.84,0.00275877697544547
I25.89,0.00275877697544547
I25.9,0.00275877697544547
I34.0,0.0003231691450577165
I34.1,0.0003231691450577165
I34.2,0.0003231691450577165
I34.8,0.0003231691450577165
I34.9,0.0003231691450577165
I42.0,4.927122614743997e-05
I42.1,4.927122614743997e-05
I42.2,4.927122614743997e-05
I42.3,4.927122614743997e-05
I42.4,4.927122614743997e-05
I42.5,4.927122614743997e-05
I42.6,4.927122614743997e-05
I42.7,4.927122614743997e-05
I42.8,4.927122614743997e-05
I42.9,4.927122614743997e-05
I45.0,3.973016663572915e-05
I45.10,3.973016663572915e-05
I45.19,3.973016663572915e-05
I45.2,3.973016663572915e-05
I45.3,3.973016663572915e-05
I45.4,3.973016663572915e-05
I45.5,3.973016663572915e-05
I45.6,3.973016663572915e-05
I45.81,3.973016663572915e-05
I45.89,3.973016663572915e-05
I45.9,3.973016663572915e-05
I47.0,9.018497615101142e-05
I47.1,9.018497615101142e-05
I47.2,9.018497615101142e-05
I47.9,9.018497615101142e-05
I48.0,0.0006473504205687038
I48.1,0.0006473504205687038
I48.2,0.0006473504205687038
I48.3,0.0006473504205687038
I48.4,0.0006473504205687038
I48.91,0.0006473504205687038
I48.92,0.0006473504205687038
I49.01,0.0003112019504942142
I49.02,0.0003112019504942142
I49.1,0.0003112019504942142
I49.2,0.0003112019504942142
I49.3,0.0003112019504942142
I49.40,0.0003112019504942142
I49.49,0.0003112019504942142
I49.5,0.0003112019504942142
I49.8,0.0003112019504942142
I49.9,0.0003112019504942142
I51.0,5.190062266604083e-05
I51.1,5.190062266604083e-05
I51.2,5.190062266604083e-05
I51.3,5.190062266604083e-05
I51.4,5.190062266604083e-05
I51.5,5.190062266604083e-05
I51.7,5.190062266604083e-05
I51.81,5.190062266604083e-05
I51.89,5.190062266604083e-05
I51.9,5.190062266604083e-05
I63.00,3.751071354092055e-05
I63.02,3.751071354092055e-05
I63.09,3.751071354092055e-05
I63.10,3.751071354092055e-05
I63.12,3.751071354092055e-05
I63.19,3.751071354092055e-05
I63.20,3.751071354092055e-05
I63.22,3.751071354092055e-05
I63.29,3.751071354092055e-05
I63.30,3.751071354092055e-05
I63.39,3.751071354092055e-05
I63.40,3.751071354092055e-05
I63.49,3.751071354092055e-05
I63.50,3.751071354092055e-05
I63.59,3.751071354092055e-05
I63.6,3.751071354092055e-05
I63.8,3.751071354092055e-05
I63.9,3.751071354092055e-05
I67.0,0.002377796224674378
I67.1,0.002377796224674378
I67.2,0.002377796224674378
I67.3,0.002377796224674378
I67.4,0.002377796224674378
I67.5,0.002377796224674378
I67.6,0.002377796224674378
I67.7,0.002377796224674378
I67.81,0.002377796224674378
I67.82,0.002377796224674378
I67.83,0.002377796224674378
I67.89,0.002377796224674378
I67.9,0.002377796224674378
I69.00,0.0003331470902116982
I69.10,0.0003331470902116982
I69.20,0.0003331470902116982
I69.30,0.0003331470902116982
I69.80,0.0003331470902116982
I69.90,0.0003331470902116982
I70.0,0.0002587364315067341
I70.1,0.0002587364315067341
I70.25,0.0002587364315067341
I70.35,0.0002587364315067341
I70.45,0.0002587364315067341
I70.55,0.0002587364315067341
I70.65,0.0002587364315067341
I70.75,0.0002587364315067341
I70.8,0.0002587364315067341
I70.90,0.0002587364315067341
I70.91,0.0002587364315067341
I70.92,0.0002587364315067341
I80.00,6.20783853682371e-05
I80.01,6.20783853682371e-05
I80.02,6.20783853682371e-05
I80.03,6.20783853682371e-05
I80.10,6.20783853682371e-05
I80.11,6.20783853682371e-05
I80.12,6.20783853682371e-05
I80.13,6.20783853682371e-05
I80.3,6.20783853682371e-05
I80.8,6.20783853682371e-05
I80.9,6.20783853682371e-05
I83.10,0.0014230781689543296
I83.11,0.0014230781689543296
I83.12,0.0014230781689543296
I83.90,0.0014230781689543296
I83.91,0.0014230781689543296
I83.92,0.0014230781689543296
I83.93,0.0014230781689543296
I86.0,0.00013478395306963374
I86.1,0.00013478395306963374
I86.2,0.00013478395306963374
I86.3,0.00013478395306963374
I86.4,0.00013478395306963374
I86.8,0.00013478395306963374
I87.1,0.000318784369299239
I87.2,0.000318784369299239
I87.8,0.000318784369299239
I87.9,0.000318784369299239
I88.0,0.00010801709338139876
I88.1,0.00010801709338139876
I88.8,0.00010801709338139876
I88.9,0.00010801709338139876
J00,0.014871135333137414
J01.00,0.0003357922805598888
J01.01,0.0003357922805598888
J01.10,0.0003357922805598888
J01.11,0.0003357922805598888
J01.20,0.0003357922805598888
J01.21,0.0003357922805598888
J01.30,0.0003357922805598888
J01.31,0.0003357922805598888
J01.40,0.0003357922805598888
J01.41,0.0003357922805598888
J01.80,0.0003357922805598888
J01.81,0.0003357922805598888
J01.90,0.0003357922805598888
J01.91,0.0003357922805598888
J02.0,0.0015982313714671369
J02.8,0.0015982313714671369
J02.9,0.0015982313714671369
J03.00,0.00037610446604988433
J03.01,0.00037610446604988433
J03.80,0.00037610446604988433
J03.81,0.00037610446604988433
J03.90,0.00037610446604988433
J03.91,0.00037610446604988433
J04.0,0.002224620729395835
J04.10,0.002224620729395835
J04.11,0.002224620729395835
J04.2,0.002224620729395835
J04.30,0.002224620729395835
J04.31,0.002224620729395835
J06.0,0.061061553012812714
J06.9,0.061061553012812714
J18.0,0.000456927419587361
J18.1,0.000456927419587361
J18.2,0.000456927419587361
J18.8,0.000456927419587361
J18.9,0.000456927419587361
J20.0,0.0011986329395627323
J20.1,0.0011986329395627323
J20.2,0.0011986329395627323
J20.3,0.0011986329395627323
J20.4,0.0011986329395627323
J20.5,0.0011986329395627323
J20.6,0.0011986329395627323
J20.7,0.0011986329395627323
J20.8,0.0011986329395627323
J20.9,0.0011986329395627323
J30.0,0.0013353738180736684
J30.1,0.0013353738180736684
J30.2,0.0013353738180736684
J30.5,0.0013353738180736684
J30.81,0.0013353738180736684
J30.89,0.0013353738180736684
J30.9,0.0013353738180736684
J31.0,0.0015930411288050176
J31.1,0.0015930411288050176
J31.2,0.0015930411288050176
J32.0,0.0001942110902740557
J32.1,0.0001942110902740557
J32.2,0.0001942110902740557
J32.3,0.0001942110902740557
J32.4,0.0001942110902740557
J32.8,0.0001942110902740557
J32.9,0.0001942110902740557
J33.0,0.00010918837704061299
J33.1,0.00010918837704061299
J33.8,0.00010918837704061299
J33.9,0.00010918837704061299
J34.0,0.00044673344135119587
J34.1,0.00044673344135119587
J34.2,0.00044673344135119587
J34.3,0.00044673344135119587
J34.81,0.00044673344135119587
J34.89,0.00044673344135119587
J34.9,0.00044673344135119587
J35.01,0.0014091247898677058
J35.02,0.0014091247898677058
J35.03,0.0014091247898677058
J35.1,0.0014091247898677058
J35.2,0.0014091247898677058
J35.3,0.0014091247898677058
J35.8,0.0014091247898677058
J35.9,0.0014091247898677058
J37.0,0.0002358918902551906
J37.1,0.0002358918902551906
J40,0.0015931777141379821
J41.0,0.0009125807299532173
J41.1,0.0009125807299532173
J41.8,0.0009125807299532173
J42,0.001448116359013931
J44.0,0.000699525649703838
J44.1,0.000699525649703838
J44.9,0.000699525649703838
J45.20,0.0011873929974714835
J45.21,0.0011873929974714835
J45.22,0.0011873929974714835
J45.30,0.0011873929974714835
J45.31,0.0011873929974714835
J45.32,0.0011873929974714835
J45.40,0.0011873929974714835
J45.41,0.0011873929974714835
J45.42,0.0011873929974714835
J45.50,0.0011873929974714835
J45.51,0.0011873929974714835
J45.52,0.0011873929974714835
K00.0,9.212242621719658e-05
K00.1,9.212242621719658e-05
K00.2,9.212242621719658e-05
K00.3,9.212242621719658e-05
K00.4,9.212242621719658e-05
K00.5,9.212242621719658e-05
K00.6,9.212242621719658e-05
K00.7,9.212242621719658e-05
K00.8,9.212242621719658e-05
K00.9,9.212242621719658e-05
K02.3,0.00020067477947984484
K02.51,0.00020067477947984484
K02.52,0.00020067477947984484
K02.53,0.00020067477947984484
K02.61,0.00020067477947984484
K02.62,0.00020067477947984484
K02.63,0.00020067477947984484
K02.7,0.00020067477947984484
K02.9,0.00020067477947984484
K04.01,0.00022427569422733257
K04.02,0.00022427569422733257
K04.1,0.00022427569422733257
K04.2,0.00022427569422733257
K04.3,0.00022427569422733257
K04.4,0.00022427569422733257
K04.5,0.00022427569422733257
K04.6,0.00022427569422733257
K04.7,0.00022427569422733257
K04.8,0.00022427569422733257
K04.90,0.00022427569422733257
K04.99,0.00022427569422733257
K21.0,0.0008437107970295876
K21.9,0.0008437107970295876
K25.0,5.9536601820188235e-05
K25.1,5.9536601820188235e-05
K25.2,5.9536601820188235e-05
K25.3,5.9536601820188235e-05
K25.4,5.9536601820188235e-05
K25.5,5.9536601820188235e-05
K25.6,5.9536601820188235e-05
K25.7,5.9536601820188235e-05
K25.9,5.9536601820188235e-05
K26.0,9.574116442302083e-05
K26.1,9.574116442302083e-05
K26.2,9.574116442302083e-05
K26.3,9.574116442302083e-05
K26.4,9.574116442302083e-05
K26.5,9.574116442302083e-05
K26.6,9.574116442302083e-05
K26.7,9.574116442302083e-05
K26.9,9.574116442302083e-05
K29.00,0.0009785480097888658
K29.01,0.0009785480097888658
K29.20,0.0009785480097888658
K29.21,0.0009785480097888658
K29.30,0.0009785480097888658
K29.31,0.0009785480097888658
K29.40,0.0009785480097888658
K29.41,0.0009785480097888658
K29.50,0.0009785480097888658
K29.51,0.0009785480097888658
K29.60,0.0009785480097888658
K29.61,0.0009785480097888658
K29.70,0.0009785480097888658
K29.71,0.0009785480097888658
K29.80,0.0009785480097888658
K29.81,0.0009785480097888658
K29.90,0.0009785480097888658
K29.91,0.0009785480097888658
K30,0.0005403290011325576
K31.0,3.118368046736806e-05
K31.1,3.118368046736806e-05
K31.2,3.118368046736806e-05
K31.3,3.118368046736806e-05
K31.4,3.118368046736806e-05
K31.5,3.118368046736806e-05
K31.6,3.118368046736806e-05
K31.7,3.118368046736806e-05
K31.82,3.118368046736806e-05
K31.83,3.118368046736806e-05
K31.84,3.118368046736806e-05
K31.89,3.118368046736806e-05
K31.9,3.118368046736806e-05
K35.2,0.00012154097418121514
K35.3,0.00012154097418121514
K35.80,0.00012154097418121514
K35.89,0.00012154097418121514
K40.00,0.00011812054241684224
K40.01,0.00011812054241684224
K40.10,0.00011812054241684224
K40.11,0.00011812054241684224
K40.20,0.00011812054241684224
K40.21,0.00011812054241684224
K40.30,0.00011812054241684224
K40.31,0.00011812054241684224
K40.40,0.00011812054241684224
K40.41,0.00011812054241684224
K40.90,0.00011812054241684224
K40.91,0.00011812054241684224
K42.0,0.0005764390707376888
K42.1,0.0005764390707376888
K42.9,0.0005764390707376888
K43.0,8.556169147553848e-05
K43.1,8.556169147553848e-05
K43.2,8.556169147553848e-05
K43.3,8.556169147553848e-05
K43.4,8.556169147553848e-05
K43.5,8.556169147553848e-05
K43.6,8.556169147553848e-05
K43.7,8.556169147553848e-05
K43.9,8.556169147553848e-05
K51.00,6.510150308293645e-05
K51.20,6.510150308293645e-05
K51.30,6.510150308293645e-05
K51.40,6.510150308293645e-05
K51.50,6.510150308293645e-05
K51.80,6.510150308293645e-05
K51.90,6.510150308293645e-05
K52.0,0.00018520507309780315
K52.1,0.00018520507309780315
K52.21,0.00018520507309780315
K52.22,0.00018520507309780315
K52.29,0.00018520507309780315
K52.3,0.00018520507309780315
K52.81,0.00018520507309780315
K52.82,0.00018520507309780315
K52.89,0.00018520507309780315
K52.9,0.00018520507309780315
K57.00,1.770100819588386e-05
K57.01,1.770100819588386e-05
K57.10,1.770100819588386e-05
K57.11,1.770100819588386e-05
K57.12,1.770100819588386e-05
K57.13,1.770100819588386e-05
K57.20,1.770100819588386e-05
K57.21,1.770100819588386e-05
K57.30,1.770100819588386e-05
K57.31,1.770100819588386e-05
K57.32,1.770100819588386e-05
K57.33,1.770100819588386e-05
K57.40,1.770100819588386e-05
K57.41,1.770100819588386e-05
K57.50,1.770100819588386e-05
K57.51,1.770100819588386e-05
K57.52,1.770100819588386e-05
K57.53,1.770100819588386e-05
K57.80,1.770100819588386e-05
K57.81,1.770100819588386e-05
K57.90,1.770100819588386e-05
K57.91,1.770100819588386e-05
K57.92,1.770100819588386e-05
K57.93,1.770100819588386e-05
K58.0,0.00041399890706484403
K58.1,0.00041399890706484403
K58.2,0.00041399890706484403
K58.8,0.00041399890706484403
K58.9,0.00041399890706484403
K59.00,0.0005961682174980633
K59.01,0.0005961682174980633
K59.02,0.0005961682174980633
K59.03,0.0005961682174980633
K59.04,0.0005961682174980633
K59.09,0.0005961682174980633
K59.1,0.0005961682174980633
K59.2,0.0005961682174980633
K59.31,0.0005961682174980633
K59.39,0.0005961682174980633
K59.4,0.0005961682174980633
K59.8,0.0005961682174980633
K59.9,0.0005961682174980633
K60.0,0.00011669155058158476
K60.1,0.00011669155058158476
K60.2,0.00011669155058158476
K60.3,0.00011669155058158476
K60.4,0.00011669155058158476
K60.5,0.00011669155058158476
K64.0,0.0003556682077023346
K64.1,0.0003556682077023346
K64.2,0.0003556682077023346
K64.3,0.0003556682077023346
K64.4,0.0003556682077023346
K64.5,0.0003556682077023346
K64.8,0.0003556682077023346
K64.9,0.0003556682077023346
K74.0,7.590826534205957e-05
K74.1,7.590826534205957e-05
K74.2,7.590826534205957e-05
K74.3,7.590826534205957e-05
K74.4,7.590826534205957e-05
K74.5,7.590826534205957e-05
K74.60,7.590826534205957e-05
K74.69,7.590826534205957e-05
K76.0,8.503526395626605e-05
K76.1,8.503526395626605e-05
K76.2,8.503526395626605e-05
K76.3,8.503526395626605e-05
K76.4,8.503526395626605e-05
K76.5,8.503526395626605e-05
K76.6,8.503526395626605e-05
K76.7,8.503526395626605e-05
K76.81,8.503526395626605e-05
K76.89,8.503526395626605e-05
K76.9,8.503526395626605e-05
K80.00,6.0378319673983265e-05
K80.01,6.0378319673983265e-05
K80.10,6.0378319673983265e-05
K80.11,6.0378319673983265e-05
K80.12,6.0378319673983265e-05
K80.13,6.0378319673983265e-05
K80.18,6.0378319673983265e-05
K80.19,6.0378319673983265e-05
K80.20,6.0378319673983265e-05
K80.21,6.0378319673983265e-05
K80.30,6.0378319673983265e-05
K80.31,6.0378319673983265e-05
K80.32,6.0378319673983265e-05
K80.33,6.0378319673983265e-05
K80.34,6.0378319673983265e-05
K80.35,6.0378319673983265e-05
K80.36,6.0378319673983265e-05
K80.37,6.0378319673983265e-05
K80.40,6.0378319673983265e-05
K80.41,6.0378319673983265e-05
K80.42,6.0378319673983265e-05
K80.43,6.0378319673983265e-05
K80.44,6.0378319673983265e-05
K80.45,6.0378319673983265e-05
K80.46,6.0378319673983265e-05
K80.47,6.0378319673983265e-05
K80.50,6.0378319673983265e-05
K80.51,6.0378319673983265e-05
K80.60,6.0378319673983265e-05
K80.61,6.0378319673983265e-05
K80.62,6.0378319673983265e-05
K80.63,6.0378319673983265e-05
K80.64,6.0378319673983265e-05
K80.65,6.0378319673983265e-05
K80.66,6.0378319673983265e-05
K80.67,6.0378319673983265e-05
K80.70,6.0378319673983265e-05
K80.71,6.0378319673983265e-05
K80.80,6.0378319673983265e-05
K80.81,6.0378319673983265e-05
K81.0,0.000974345648467398
K81.1,0.000974345648467398
K81.2,0.000974345648467398
K81.9,0.000974345648467398
K82.0,0.00020233442013247398
K82.1,0.00020233442013247398
K82.2,0.00020233442013247398
K82.3,0.00020233442013247398
K82.4,0.00020233442013247398
K82.8,0.00020233442013247398
K82.9,0.00020233442013247398
K83.0,9.267540353564663e-05
K83.1,9.267540353564663e-05
K83.2,9.267540353564663e-05
K83.3,9.267540353564663e-05
K83.4,9.267540353564663e-05
K83.5,9.267540353564663e-05
K83.8,9.267540353564663e-05
K83.9,9.267540353564663e-05
K86.0,0.0004301974121681328
K86.1,0.0004301974121681328
K86.2,0.0004301974121681328
K86.3,0.0004301974121681328
K86.81,0.0004301974121681328
K86.89,0.0004301974121681328
K86.9,0.0004301974121681328
K91.0,3.475919556049741e-05
K91.1,3.475919556049741e-05
K91.2,3.475919556049741e-05
K91.30,3.475919556049741e-05
K91.31,3.475919556049741e-05
K91.32,3.475919556049741e-05
K91.5,3.475919556049741e-05
K91.61,3.475919556049741e-05
K91.62,3.475919556049741e-05
K91.71,3.475919556049741e-05
K91.72,3.475919556049741e-05
K91.81,3.475919556049741e-05
K91.82,3.475919556049741e-05
K91.83,3.475919556049741e-05
K91.86,3.475919556049741e-05
K91.89,3.475919556049741e-05
L02.01,0.00028860803044399155
L02.02,0.00028860803044399155
L02.03,0.00028860803044399155
L02.11,0.00028860803044399155
L02.12,0.00028860803044399155
L02.13,0.00028860803044399155
L02.31,0.00028860803044399155
L02.32,0.00028860803044399155
L02.33,0.00028860803044399155
L02.91,0.00028860803044399155
L02.92,0.00028860803044399155
L02.93,0.00028860803044399155
L03.90,0.00036533999554328714
L03.91,0.00036533999554328714
L04.0,0.00012777944484908903
L04.1,0.00012777944484908903
L04.2,0.00012777944484908903
L04.3,0.00012777944484908903
L04.8,0.00012777944484908903
L04.9,0.00012777944484908903
L08.0,0.00016366530834096974
L08.1,0.00016366530834096974
L08.81,0.00016366530834096974
L08.82,0.00016366530834096974
L08.89,0.00016366530834096974
L08.9,0.00016366530834096974
L20.0,0.0005461948073703131
L20.81,0.0005461948073703131
L20.82,0.0005461948073703131
L20.83,0.0005461948073703131
L20.84,0.0005461948073703131
L20.89,0.0005461948073703131
L20.9,0.0005461948073703131
L23.0,9.324444075903107e-05
L23.1,9.324444075903107e-05
L23.2,9.324444075903107e-05
L23.3,9.324444075903107e-05
L23.4,9.324444075903107e-05
L23.5,9.324444075903107e-05
L23.6,9.324444075903107e-05
L23.7,9.324444075903107e-05
L23.81,9.324444075903107e-05
L23.89,9.324444075903107e-05
L23.9,9.324444075903107e-05
L27.0,0.00013266662269654193
L27.1,0.00013266662269654193
L27.2,0.00013266662269654193
L27.8,0.00013266662269654193
L27.9,0.00013266662269654193
L30.0,0.00015171215887305048
L30.1,0.00015171215887305048
L30.2,0.00015171215887305048
L30.3,0.00015171215887305048
L30.4,0.00015171215887305048
L30.5,0.00015171215887305048
L30.8,0.00015171215887305048
L30.9,0.00015171215887305048
L40.0,2.7056979623255297e-05
L40.1,2.7056979623255297e-05
L40.2,2.7056979623255297e-05
L40.3,2.7056979623255297e-05
L40.4,2.7056979623255297e-05
L40.50,2.7056979623255297e-05
L40.51,2.7056979623255297e-05
L40.52,2.7056979623255297e-05
L40.53,2.7056979623255297e-05
L40.54,2.7056979623255297e-05
L40.59,2.7056979623255297e-05
L40.8,2.7056979623255297e-05
L40.9,2.7056979623255297e-05
L50.0,0.00014393860650420437
L50.1,0.00014393860650420437
L50.2,0.00014393860650420437
L50.3,0.00014393860650420437
L50.4,0.00014393860650420437
L50.5,0.00014393860650420437
L50.6,0.00014393860650420437
L50.8,0.00014393860650420437
L50.9,0.00014393860650420437
L60.0,0.000179345562302685
L60.1,0.000179345562302685
L60.2,0.000179345562302685
L60.3,0.000179345562302685
L60.4,0.000179345562302685
L60.5,0.000179345562302685
L60.8,0.000179345562302685
L60.9,0.000179345562302685
L72.0,0.00014652256048111665
L72.11,0.00014652256048111665
L72.12,0.00014652256048111665
L72.2,0.00014652256048111665
L72.3,0.00014652256048111665
L72.8,0.00014652256048111665
L72.9,0.00014652256048111665
L98.0,7.342191833681423e-05
L98.1,7.342191833681423e-05
L98.2,7.342191833681423e-05
L98.3,7.342191833681423e-05
L98.5,7.342191833681423e-05
L98.6,7.342191833681423e-05
L98.7,7.342191833681423e-05
L98.8,7.342191833681423e-05
L98.9,7.342191833681423e-05
M02.00,2.22785496700438e-05
M02.08,2.22785496700438e-05
M02.09,2.22785496700438e-05
M02.10,2.22785496700438e-05
M02.18,2.22785496700438e-05
M02.19,2.22785496700438e-05
M02.20,2.22785496700438e-05
M02.28,2.22785496700438e-05
M02.29,2.22785496700438e-05
M02.30,2.22785496700438e-05
M02.38,2.22785496700438e-05
M02.39,2.22785496700438e-05
M02.80,2.22785496700438e-05
M02.88,2.22785496700438e-05
M02.89,2.22785496700438e-05
M02.9,2.22785496700438e-05
M05.00,9.651930747829113e-05
M05.09,9.651930747829113e-05
M05.10,9.651930747829113e-05
M05.19,9.651930747829113e-05
M05.20,9.651930747829113e-05
M05.29,9.651930747829113e-05
M05.30,9.651930747829113e-05
M05.39,9.651930747829113e-05
M05.40,9.651930747829113e-05
M05.49,9.651930747829113e-05
M05.50,9.651930747829113e-05
M05.59,9.651930747829113e-05
M05.60,9.651930747829113e-05
M05.69,9.651930747829113e-05
M05.70,9.651930747829113e-05
M05.79,9.651930747829113e-05
M05.80,9.651930747829113e-05
M05.89,9.651930747829113e-05
M05.9,9.651930747829113e-05
M06.00,7.681765306774537e-05
M06.08,7.681765306774537e-05
M06.09,7.681765306774537e-05
M06.1,7.681765306774537e-05
M06.20,7.681765306774537e-05
M06.28,7.681765306774537e-05
M06.29,7.681765306774537e-05
M06.30,7.681765306774537e-05
M06.38,7.681765306774537e-05
M06.39,7.681765306774537e-05
M06.4,7.681765306774537e-05
M06.80,7.681765306774537e-05
M06.88,7.681765306774537e-05
M06.89,7.681765306774537e-05
M06.9,7.681765306774537e-05
M10.00,4.773657396005474e-05
M10.08,4.773657396005474e-05
M10.09,4.773657396005474e-05
M10.10,4.773657396005474e-05
M10.18,4.773657396005474e-05
M10.19,4.773657396005474e-05
M10.20,4.773657396005474e-05
M10.28,4.773657396005474e-05
M10.29,4.773657396005474e-05
M10.30,4.773657396005474e-05
M10.38,4.773657396005474e-05
M10.39,4.773657396005474e-05
M10.40,4.773657396005474e-05
M10.48,4.773657396005474e-05
M10.49,4.773657396005474e-05
M10.9,4.773657396005474e-05
M13.0,0.00044295860562169306
M13.10,0.00044295860562169306
M13.80,0.00044295860562169306
M13.88,0.00044295860562169306
M13.89,0.00044295860562169306
M15.0,0.0008291705335916083
M15.1,0.0008291705335916083
M15.2,0.0008291705335916083
M15.3,0.0008291705335916083
M15.4,0.0008291705335916083
M15.8,0.0008291705335916083
M15.9,0.0008291705335916083
M16.0,0.00029267247493990734
M16.10,0.00029267247493990734
M16.11,0.00029267247493990734
M16.12,0.00029267247493990734
M16.2,0.00029267247493990734
M16.30,0.00029267247493990734
M16.31,0.00029267247493990734
M16.32,0.00029267247493990734
M16.4,0.00029267247493990734
M16.50,0.00029267247493990734
M16.51,0.00029267247493990734
M16.52,0.00029267247493990734
M16.6,0.00029267247493990734
M16.7,0.00029267247493990734
M16.9,0.00029267247493990734
M17.0,0.0010522126423713985
M17.10,0.0010522126423713985
M17.11,0.0010522126423713985
M17.12,0.0010522126423713985
M17.2,0.0010522126423713985
M17.30,0.0010522126423713985
M17.31,0.0010522126423713985
M17.32,0.0010522126423713985
M17.4,0.0010522126423713985
M17.5,0.0010522126423713985
M17.9,0.0010522126423713985
M19.90,0.0019326180380049697
M19.91,0.0019326180380049697
M19.92,0.0019326180380049697
M19.93,0.0019326180380049697
M20.10,2.8575713374840943e-05
M20.11,2.8575713374840943e-05
M20.12,2.8575713374840943e-05
M20.20,2.8575713374840943e-05
M20.21,2.8575713374840943e-05
M20.22,2.8575713374840943e-05
M20.30,2.8575713374840943e-05
M20.31,2.8575713374840943e-05
M20.32,2.8575713374840943e-05
M20.40,2.8575713374840943e-05
M20.41,2.8575713374840943e-05
M20.42,2.8575713374840943e-05
M20.60,2.8575713374840943e-05
M20.61,2.8575713374840943e-05
M20.62,2.8575713374840943e-05
M21.00,0.0008544503557459796
M21.10,0.0008544503557459796
M21.20,0.0008544503557459796
M21.40,0.0008544503557459796
M21.41,0.0008544503557459796
M21.42,0.0008544503557459796
M21.70,0.0008544503557459796
M21.80,0.0008544503557459796
M21.90,0.0008544503557459796
M23.40,7.714150634219125e-05
M23.41,7.714150634219125e-05
M23.42,7.714150634219125e-05
M23.50,7.714150634219125e-05
M23.51,7.714150634219125e-05
M23.52,7.714150634219125e-05
M23.90,7.714150634219125e-05
M23.91,7.714150634219125e-05
M23.92,7.714150634219125e-05
M24.00,3.4717801184733296e-05
M24.08,3.4717801184733296e-05
M24.10,3.4717801184733296e-05
M24.20,3.4717801184733296e-05
M24.28,3.4717801184733296e-05
M24.30,3.4717801184733296e-05
M24.40,3.4717801184733296e-05
M24.50,3.4717801184733296e-05
M24.60,3.4717801184733296e-05
M24.7,3.4717801184733296e-05
M24.80,3.4717801184733296e-05
M24.9,3.4717801184733296e-05
M25.00,9.788375019730556e-05
M25.08,9.788375019730556e-05
M25.10,9.788375019730556e-05
M25.18,9.788375019730556e-05
M25.20,9.788375019730556e-05
M25.28,9.788375019730556e-05
M25.30,9.788375019730556e-05
M25.40,9.788375019730556e-05
M25.48,9.788375019730556e-05
M25.50,9.788375019730556e-05
M25.60,9.788375019730556e-05
M25.70,9.788375019730556e-05
M25.78,9.788375019730556e-05
M25.80,9.788375019730556e-05
M25.9,9.788375019730556e-05
M35.00,2.545486736483551e-05
M35.01,2.545486736483551e-05
M35.02,2.545486736483551e-05
M35.03,2.545486736483551e-05
M35.04,2.545486736483551e-05
M35.09,2.545486736483551e-05
M35.1,2.545486736483551e-05
M35.2,2.545486736483551e-05
M35.3,2.545486736483551e-05
M35.4,2.545486736483551e-05
M35.5,2.545486736483551e-05
M35.6,2.545486736483551e-05
M35.7,2.545486736483551e-05
M35.8,2.545486736483551e-05
M35.9,2.545486736483551e-05
M41.00,6.262346387394537e-05
M41.02,6.262346387394537e-05
M41.03,6.262346387394537e-05
M41.04,6.262346387394537e-05
M41.05,6.262346387394537e-05
M41.06,6.262346387394537e-05
M41.07,6.262346387394537e-05
M41.08,6.262346387394537e-05
M41.20,6.262346387394537e-05
M41.22,6.262346387394537e-05
M41.23,6.262346387394537e-05
M41.24,6.262346387394537e-05
M41.25,6.262346387394537e-05
M41.26,6.262346387394537e-05
M41.27,6.262346387394537e-05
M41.30,6.262346387394537e-05
M41.34,6.262346387394537e-05
M41.35,6.262346387394537e-05
M41.40,6.262346387394537e-05
M41.41,6.262346387394537e-05
M41.42,6.262346387394537e-05
M41.43,6.262346387394537e-05
M41.44,6.262346387394537e-05
M41.45,6.262346387394537e-05
M41.46,6.262346387394537e-05
M41.47,6.262346387394537e-05
M41.50,6.262346387394537e-05
M41.52,6.262346387394537e-05
M41.53,6.262346387394537e-05
M41.54,6.262346387394537e-05
M41.55,6.262346387394537e-05
M41.56,6.262346387394537e-05
M41.57,6.262346387394537e-05
M41.80,6.262346387394537e-05
M41.82,6.262346387394537e-05
M41.83,6.262346387394537e-05
M41.84,6.262346387394537e-05
M41.85,6.262346387394537e-05
M41.86,6.262346387394537e-05
M41.87,6.262346387394537e-05
M41.9,6.262346387394537e-05
M42.00,0.001950081448466515
M42.01,0.001950081448466515
M42.02,0.001950081448466515
M42.03,0.001950081448466515
M42.04,0.001950081448466515
M42.05,0.001950081448466515
M42.06,0.001950081448466515
M42.07,0.001950081448466515
M42.08,0.001950081448466515
M42.09,0.001950081448466515
M42.10,0.001950081448466515
M42.11,0.001950081448466515
M42.12,0.001950081448466515
M42.13,0.001950081448466515
M42.14,0.001950081448466515
M42.15,0.001950081448466515
M42.16,0.001950081448466515
M42.17,0.001950081448466515
M42.18,0.001950081448466515
