icd_10,probs
M42.19,0.001950081448466515
M42.9,0.001950081448466515
M43.00,2.2316825191166965e-05
M43.01,2.2316825191166965e-05
M43.02,2.2316825191166965e-05
M43.03,2.2316825191166965e-05
M43.04,2.2316825191166965e-05
M43.05,2.2316825191166965e-05
M43.06,2.2316825191166965e-05
M43.07,2.2316825191166965e-05
M43.08,2.2316825191166965e-05
M43.09,2.2316825191166965e-05
M43.10,2.2316825191166965e-05
M43.11,2.2316825191166965e-05
M43.12,2.2316825191166965e-05
M43.13,2.2316825191166965e-05
M43.14,2.2316825191166965e-05
M43.15,2.2316825191166965e-05
M43.16,2.2316825191166965e-05
M43.17,2.2316825191166965e-05
M43.18,2.2316825191166965e-05
M43.19,2.2316825191166965e-05
M43.20,2.2316825191166965e-05
M43.21,2.2316825191166965e-05
M43.22,2.2316825191166965e-05
M43.23,2.2316825191166965e-05
M43.24,2.2316825191166965e-05
M43.25,2.2316825191166965e-05
M43.26,2.2316825191166965e-05
M43.27,2.2316825191166965e-05
M43.28,2.2316825191166965e-05
M43.3,2.2316825191166965e-05
M43.4,2.2316825191166965e-05
M43.6,2.2316825191166965e-05
M43.9,2.2316825191166965e-05
M45.0,5.149241291538193e-05
M45.1,5.149241291538193e-05
M45.2,5.149241291538193e-05
M45.3,5.149241291538193e-05
M45.4,5.149241291538193e-05
M45.5,5.149241291538193e-05
M45.6,5.149241291538193e-05
M45.7,5.149241291538193e-05
M45.8,5.149241291538193e-05
M45.9,5.149241291538193e-05
M50.00,2.029623690546845e-05
M50.01,2.029623690546845e-05
M50.03,2.029623690546845e-05
M50.10,2.029623690546845e-05
M50.11,2.029623690546845e-05
M50.13,2.029623690546845e-05
M50.20,2.029623690546845e-05
M50.21,2.029623690546845e-05
M50.23,2.029623690546845e-05
M50.30,2.029623690546845e-05
M50.31,2.029623690546845e-05
M50.33,2.029623690546845e-05
M50.80,2.029623690546845e-05
M50.81,2.029623690546845e-05
M50.83,2.029623690546845e-05
M50.90,2.029623690546845e-05
M50.91,2.029623690546845e-05
M50.93,2.029623690546845e-05
M51.04,9.303394003533594e-05
M51.05,9.303394003533594e-05
M51.06,9.303394003533594e-05
M51.14,9.303394003533594e-05
M51.15,9.303394003533594e-05
M51.16,9.303394003533594e-05
M51.17,9.303394003533594e-05
M51.24,9.303394003533594e-05
M51.25,9.303394003533594e-05
M51.26,9.303394003533594e-05
M51.27,9.303394003533594e-05
M51.34,9.303394003533594e-05
M51.35,9.303394003533594e-05
M51.36,9.303394003533594e-05
M51.37,9.303394003533594e-05
M51.44,9.303394003533594e-05
M51.45,9.303394003533594e-05
M51.46,9.303394003533594e-05
M51.47,9.303394003533594e-05
M51.84,9.303394003533594e-05
M51.85,9.303394003533594e-05
M51.86,9.303394003533594e-05
M51.87,9.303394003533594e-05
M51.9,9.303394003533594e-05
M53.0,0.000479400246530493
M53.1,0.000479400246530493
M53.3,0.000479400246530493
M53.80,0.000479400246530493
M53.81,0.000479400246530493
M53.82,0.000479400246530493
M53.83,0.000479400246530493
M53.84,0.000479400246530493
M53.85,0.000479400246530493
M53.86,0.000479400246530493
M53.87,0.000479400246530493
M53.88,0.000479400246530493
M53.9,0.000479400246530493
M54.00,0.00018436501094974372
M54.01,0.00018436501094974372
M54.02,0.00018436501094974372
M54.03,0.00018436501094974372
M54.04,0.00018436501094974372
M54.05,0.00018436501094974372
M54.06,0.00018436501094974372
M54.07,0.00018436501094974372
M54.08,0.00018436501094974372
M54.09,0.00018436501094974372
M54.10,0.00018436501094974372
M54.11,0.00018436501094974372
M54.12,0.00018436501094974372
M54.13,0.00018436501094974372
M54.14,0.00018436501094974372
M54.15,0.00018436501094974372
M54.16,0.00018436501094974372
M54.17,0.00018436501094974372
M54.18,0.00018436501094974372
M54.2,0.00018436501094974372
M54.30,0.00018436501094974372
M54.31,0.00018436501094974372
M54.32,0.00018436501094974372
M54.40,0.00018436501094974372
M54.41,0.00018436501094974372
M54.42,0.00018436501094974372
M54.5,0.00018436501094974372
M54.6,0.00018436501094974372
M54.81,0.00018436501094974372
M54.89,0.00018436501094974372
M54.9,0.00018436501094974372
M60.08,5.3023691468436915e-05
M60.09,5.3023691468436915e-05
M60.10,5.3023691468436915e-05
M60.18,5.3023691468436915e-05
M60.19,5.3023691468436915e-05
M60.20,5.3023691468436915e-05
M60.28,5.3023691468436915e-05
M60.80,5.3023691468436915e-05
M60.88,5.3023691468436915e-05
M60.89,5.3023691468436915e-05
M60.9,5.3023691468436915e-05
M65.00,7.535755217409523e-05
M65.08,7.535755217409523e-05
M65.10,7.535755217409523e-05
M65.18,7.535755217409523e-05
M65.19,7.535755217409523e-05
M65.20,7.535755217409523e-05
M65.28,7.535755217409523e-05
M65.29,7.535755217409523e-05
M65.30,7.535755217409523e-05
M65.4,7.535755217409523e-05
M65.80,7.535755217409523e-05
M65.88,7.535755217409523e-05
M65.89,7.535755217409523e-05
M65.9,7.535755217409523e-05
M67.00,2.238490031188825e-05
M67.01,2.238490031188825e-05
M67.02,2.238490031188825e-05
M67.20,2.238490031188825e-05
M67.28,2.238490031188825e-05
M67.29,2.238490031188825e-05
M67.30,2.238490031188825e-05
M67.38,2.238490031188825e-05
M67.39,2.238490031188825e-05
M67.40,2.238490031188825e-05
M67.48,2.238490031188825e-05
M67.49,2.238490031188825e-05
M67.50,2.238490031188825e-05
M67.51,2.238490031188825e-05
M67.52,2.238490031188825e-05
M67.80,2.238490031188825e-05
M67.88,2.238490031188825e-05
M67.89,2.238490031188825e-05
M67.90,2.238490031188825e-05
M67.98,2.238490031188825e-05
M67.99,2.238490031188825e-05
M70.10,2.5475884898302873e-05
M70.11,2.5475884898302873e-05
M70.12,2.5475884898302873e-05
M70.20,2.5475884898302873e-05
M70.21,2.5475884898302873e-05
M70.22,2.5475884898302873e-05
M70.30,2.5475884898302873e-05
M70.31,2.5475884898302873e-05
M70.32,2.5475884898302873e-05
M70.40,2.5475884898302873e-05
M70.41,2.5475884898302873e-05
M70.42,2.5475884898302873e-05
M70.50,2.5475884898302873e-05
M70.51,2.5475884898302873e-05
M70.52,2.5475884898302873e-05
M70.60,2.5475884898302873e-05
M70.61,2.5475884898302873e-05
M70.62,2.5475884898302873e-05
M70.70,2.5475884898302873e-05
M70.71,2.5475884898302873e-05
M70.72,2.5475884898302873e-05
M70.80,2.5475884898302873e-05
M70.88,2.5475884898302873e-05
M70.89,2.5475884898302873e-05
M70.90,2.5475884898302873e-05
M70.98,2.5475884898302873e-05
M70.99,2.5475884898302873e-05
M71.00,1.9560786858758027e-05
M71.08,1.9560786858758027e-05
M71.09,1.9560786858758027e-05
M71.10,1.9560786858758027e-05
M71.18,1.9560786858758027e-05
M71.19,1.9560786858758027e-05
M71.20,1.9560786858758027e-05
M71.21,1.9560786858758027e-05
M71.22,1.9560786858758027e-05
M71.30,1.9560786858758027e-05
M71.38,1.9560786858758027e-05
M71.39,1.9560786858758027e-05
M71.40,1.9560786858758027e-05
M71.48,1.9560786858758027e-05
M71.49,1.9560786858758027e-05
M71.50,1.9560786858758027e-05
M71.58,1.9560786858758027e-05
M71.80,1.9560786858758027e-05
M71.88,1.9560786858758027e-05
M71.89,1.9560786858758027e-05
M71.9,1.9560786858758027e-05
M75.00,5.50420485145813e-05
M75.01,5.50420485145813e-05
M75.02,5.50420485145813e-05
M75.20,5.50420485145813e-05
M75.21,5.50420485145813e-05
M75.22,5.50420485145813e-05
M75.30,5.50420485145813e-05
M75.31,5.50420485145813e-05
M75.32,5.50420485145813e-05
M75.40,5.50420485145813e-05
M75.41,5.50420485145813e-05
M75.42,5.50420485145813e-05
M75.50,5.50420485145813e-05
M75.51,5.50420485145813e-05
M75.52,5.50420485145813e-05
M75.80,5.50420485145813e-05
M75.81,5.50420485145813e-05
M75.82,5.50420485145813e-05
M75.90,5.50420485145813e-05
M75.91,5.50420485145813e-05
M75.92,5.50420485145813e-05
M77.00,0.00013350468968445373
M77.01,0.00013350468968445373
M77.02,0.00013350468968445373
M77.10,0.00013350468968445373
M77.11,0.00013350468968445373
M77.12,0.00013350468968445373
M77.20,0.00013350468968445373
M77.21,0.00013350468968445373
M77.22,0.00013350468968445373
M77.30,0.00013350468968445373
M77.31,0.00013350468968445373
M77.32,0.00013350468968445373
M77.40,0.00013350468968445373
M77.41,0.00013350468968445373
M77.42,0.00013350468968445373
M77.50,0.00013350468968445373
M77.51,0.00013350468968445373
M77.52,0.00013350468968445373
M77.8,0.00013350468968445373
M77.9,0.00013350468968445373
M79.0,8.22456315223219e-05
M79.1,8.22456315223219e-05
M79.2,8.22456315223219e-05
M79.3,8.22456315223219e-05
M79.4,8.22456315223219e-05
M79.5,8.22456315223219e-05
M79.7,8.22456315223219e-05
M79.A3,8.22456315223219e-05
M79.A9,8.22456315223219e-05
M79.81,8.22456315223219e-05
M79.89,8.22456315223219e-05
M79.9,8.22456315223219e-05
M81.0,0.000344398629170826
M81.6,0.000344398629170826
M81.8,0.000344398629170826
M92.00,2.7734665935758542e-05
M92.01,2.7734665935758542e-05
M92.02,2.7734665935758542e-05
M92.10,2.7734665935758542e-05
M92.11,2.7734665935758542e-05
M92.12,2.7734665935758542e-05
M92.30,2.7734665935758542e-05
M92.31,2.7734665935758542e-05
M92.32,2.7734665935758542e-05
M92.40,2.7734665935758542e-05
M92.41,2.7734665935758542e-05
M92.42,2.7734665935758542e-05
M92.50,2.7734665935758542e-05
M92.51,2.7734665935758542e-05
M92.52,2.7734665935758542e-05
M92.60,2.7734665935758542e-05
M92.61,2.7734665935758542e-05
M92.62,2.7734665935758542e-05
M92.70,2.7734665935758542e-05
M92.71,2.7734665935758542e-05
M92.72,2.7734665935758542e-05
M92.8,2.7734665935758542e-05
M92.9,2.7734665935758542e-05
M95.0,7.521805842003881e-05
M95.10,7.521805842003881e-05
M95.11,7.521805842003881e-05
M95.12,7.521805842003881e-05
M95.2,7.521805842003881e-05
M95.3,7.521805842003881e-05
M95.4,7.521805842003881e-05
M95.5,7.521805842003881e-05
M95.8,7.521805842003881e-05
M95.9,7.521805842003881e-05
N10,0.0004585015011253093
N11.0,0.0009164076963649428
N11.1,0.0009164076963649428
N11.8,0.0009164076963649428
N11.9,0.0009164076963649428
N13.0,3.724334130841379e-05
N13.1,3.724334130841379e-05
N13.2,3.724334130841379e-05
N13.30,3.724334130841379e-05
N13.39,3.724334130841379e-05
N13.4,3.724334130841379e-05
N13.5,3.724334130841379e-05
N13.6,3.724334130841379e-05
N13.70,3.724334130841379e-05
N13.71,3.724334130841379e-05
N13.8,3.724334130841379e-05
N13.9,3.724334130841379e-05
N18.1,0.00011289937477348615
N18.2,0.00011289937477348615
N18.3,0.00011289937477348615
N18.4,0.00011289937477348615
N18.5,0.00011289937477348615
N18.6,0.00011289937477348615
N18.9,0.00011289937477348615
N20.0,0.0011742331294700367
N20.1,0.0011742331294700367
N20.2,0.0011742331294700367
N20.9,0.0011742331294700367
N28.0,0.0002405561505306756
N28.1,0.0002405561505306756
N28.81,0.0002405561505306756
N28.82,0.0002405561505306756
N28.83,0.0002405561505306756
N28.84,0.0002405561505306756
N28.85,0.0002405561505306756
N28.86,0.0002405561505306756
N28.89,0.0002405561505306756
N28.9,0.0002405561505306756
N30.00,0.00047810462575614284
N30.01,0.00047810462575614284
N30.10,0.00047810462575614284
N30.11,0.00047810462575614284
N30.20,0.00047810462575614284
N30.21,0.00047810462575614284
N30.30,0.00047810462575614284
N30.31,0.00047810462575614284
N30.40,0.00047810462575614284
N30.41,0.00047810462575614284
N30.80,0.00047810462575614284
N30.81,0.00047810462575614284
N30.90,0.00047810462575614284
N30.91,0.00047810462575614284
N31.0,0.0002985513138482682
N31.1,0.0002985513138482682
N31.2,0.0002985513138482682
N31.8,0.0002985513138482682
N31.9,0.0002985513138482682
N39.0,0.0003124729672177418
N39.3,0.0003124729672177418
N39.41,0.0003124729672177418
N39.42,0.0003124729672177418
N39.43,0.0003124729672177418
N39.44,0.0003124729672177418
N39.45,0.0003124729672177418
N39.46,0.0003124729672177418
N39.8,0.0003124729672177418
N39.9,0.0003124729672177418
N40.0,0.002247820907929743
N40.1,0.002247820907929743
N40.2,0.002247820907929743
N40.3,0.002247820907929743
N41.0,0.0005600072292885989
N41.1,0.0005600072292885989
N41.2,0.0005600072292885989
N41.3,0.0005600072292885989
N41.4,0.0005600072292885989
N41.8,0.0005600072292885989
N41.9,0.0005600072292885989
N43.0,0.00011529274741832995
N43.1,0.00011529274741832995
N43.2,0.00011529274741832995
N43.3,0.00011529274741832995
N43.40,0.00011529274741832995
N43.41,0.00011529274741832995
N43.42,0.00011529274741832995
N47.0,0.00011876309480207045
N47.1,0.00011876309480207045
N47.2,0.00011876309480207045
N47.3,0.00011876309480207045
N47.4,0.00011876309480207045
N47.5,0.00011876309480207045
N47.6,0.00011876309480207045
N47.7,0.00011876309480207045
N47.8,0.00011876309480207045
N48.0,5.39131567673145e-05
N48.1,5.39131567673145e-05
N48.21,5.39131567673145e-05
N48.22,5.39131567673145e-05
N48.29,5.39131567673145e-05
N48.30,5.39131567673145e-05
N48.31,5.39131567673145e-05
N48.32,5.39131567673145e-05
N48.33,5.39131567673145e-05
N48.39,5.39131567673145e-05
N48.5,5.39131567673145e-05
N48.6,5.39131567673145e-05
N48.81,5.39131567673145e-05
N48.82,5.39131567673145e-05
N48.83,5.39131567673145e-05
N48.89,5.39131567673145e-05
N48.9,5.39131567673145e-05
N60.01,0.00030435077863830335
N60.02,0.00030435077863830335
N60.09,0.00030435077863830335
N60.11,0.00030435077863830335
N60.12,0.00030435077863830335
N60.19,0.00030435077863830335
N60.21,0.00030435077863830335
N60.22,0.00030435077863830335
N60.29,0.00030435077863830335
N60.31,0.00030435077863830335
N60.32,0.00030435077863830335
N60.39,0.00030435077863830335
N60.41,0.00030435077863830335
N60.42,0.00030435077863830335
N60.49,0.00030435077863830335
N60.81,0.00030435077863830335
N60.82,0.00030435077863830335
N60.89,0.00030435077863830335
N60.91,0.00030435077863830335
N60.92,0.00030435077863830335
N60.99,0.00030435077863830335
N63.0,2.3917380387516605e-05
N63.10,2.3917380387516605e-05
N63.11,2.3917380387516605e-05
N63.12,2.3917380387516605e-05
N63.13,2.3917380387516605e-05
N63.14,2.3917380387516605e-05
N63.20,2.3917380387516605e-05
N63.21,2.3917380387516605e-05
N63.22,2.3917380387516605e-05
N63.23,2.3917380387516605e-05
N63.24,2.3917380387516605e-05
N63.31,2.3917380387516605e-05
N63.32,2.3917380387516605e-05
N63.41,2.3917380387516605e-05
N63.42,2.3917380387516605e-05
N64.0,4.9305719395626975e-05
N64.1,4.9305719395626975e-05
N64.2,4.9305719395626975e-05
N64.3,4.9305719395626975e-05
N64.4,4.9305719395626975e-05
N64.51,4.9305719395626975e-05
N64.52,4.9305719395626975e-05
N64.53,4.9305719395626975e-05
N64.59,4.9305719395626975e-05
N64.81,4.9305719395626975e-05
N64.82,4.9305719395626975e-05
N64.89,4.9305719395626975e-05
N64.9,4.9305719395626975e-05
N70.01,7.719047089557106e-05
N70.02,7.719047089557106e-05
N70.03,7.719047089557106e-05
N70.11,7.719047089557106e-05
N70.12,7.719047089557106e-05
N70.13,7.719047089557106e-05
N70.91,7.719047089557106e-05
N70.92,7.719047089557106e-05
N70.93,7.719047089557106e-05
N72,0.0018290116200543915
N73.0,0.0001344781393674752
N73.1,0.0001344781393674752
N73.2,0.0001344781393674752
N73.3,0.0001344781393674752
N73.4,0.0001344781393674752
N73.5,0.0001344781393674752
N73.6,0.0001344781393674752
N73.8,0.0001344781393674752
N73.9,0.0001344781393674752
N76.0,0.001262716802146454
N76.1,0.001262716802146454
N76.2,0.001262716802146454
N76.3,0.001262716802146454
N76.4,0.001262716802146454
N76.5,0.001262716802146454
N76.6,0.001262716802146454
N76.81,0.001262716802146454
N76.89,0.001262716802146454
N80.0,0.00037138840643121003
N80.1,0.00037138840643121003
N80.2,0.00037138840643121003
N80.3,0.00037138840643121003
N80.4,0.00037138840643121003
N80.5,0.00037138840643121003
N80.6,0.00037138840643121003
N80.8,0.00037138840643121003
N80.9,0.00037138840643121003
N81.0,0.00023452394304428694
N81.10,0.00023452394304428694
N81.11,0.00023452394304428694
N81.12,0.00023452394304428694
N81.2,0.00023452394304428694
N81.3,0.00023452394304428694
N81.4,0.00023452394304428694
N81.5,0.00023452394304428694
N81.6,0.00023452394304428694
N81.81,0.00023452394304428694
N81.82,0.00023452394304428694
N81.83,0.00023452394304428694
N81.84,0.00023452394304428694
N81.85,0.00023452394304428694
N81.89,0.00023452394304428694
N81.9,0.00023452394304428694
N83.00,0.00021518154085495622
N83.01,0.00021518154085495622
N83.02,0.00021518154085495622
N83.10,0.00021518154085495622
N83.11,0.00021518154085495622
N83.12,0.00021518154085495622
N83.40,0.00021518154085495622
N83.41,0.00021518154085495622
N83.42,0.00021518154085495622
N83.53,0.00021518154085495622
N83.6,0.00021518154085495622
N83.7,0.00021518154085495622
N83.8,0.00021518154085495622
N83.9,0.00021518154085495622
N84.0,0.00040125807255723907
N84.1,0.00040125807255723907
N84.2,0.00040125807255723907
N84.3,0.00040125807255723907
N84.8,0.00040125807255723907
N84.9,0.00040125807255723907
N85.00,0.00016081974151892204
N85.01,0.00016081974151892204
N85.02,0.00016081974151892204
N85.2,0.00016081974151892204
N85.3,0.00016081974151892204
N85.4,0.00016081974151892204
N85.5,0.00016081974151892204
N85.6,0.00016081974151892204
N85.7,0.00016081974151892204
N85.8,0.00016081974151892204
N85.9,0.00016081974151892204
N86,0.0024280285040806007
N87.0,0.00018616838625922527
N87.1,0.00018616838625922527
N87.9,0.00018616838625922527
N88.0,0.00011767286649981336
N88.1,0.00011767286649981336
N88.2,0.00011767286649981336
N88.3,0.00011767286649981336
N88.4,0.00011767286649981336
N88.8,0.00011767286649981336
N88.9,0.00011767286649981336
N89.0,4.72147149038273e-05
N89.1,4.72147149038273e-05
N89.3,4.72147149038273e-05
N89.4,4.72147149038273e-05
N89.5,4.72147149038273e-05
N89.6,4.72147149038273e-05
N89.7,4.72147149038273e-05
N89.8,4.72147149038273e-05
N89.9,4.72147149038273e-05
N90.0,6.440478735603565e-05
N90.1,6.440478735603565e-05
N90.3,6.440478735603565e-05
N90.4,6.440478735603565e-05
N90.5,6.440478735603565e-05
N90.60,6.440478735603565e-05
N90.61,6.440478735603565e-05
N90.69,6.440478735603565e-05
N90.7,6.440478735603565e-05
N90.89,6.440478735603565e-05
N90.9,6.440478735603565e-05
N91.0,0.0001636485573094857
N91.1,0.0001636485573094857
N91.2,0.0001636485573094857
N91.3,0.0001636485573094857
N91.4,0.0001636485573094857
N91.5,0.0001636485573094857
N92.0,0.00043099814828608316
N92.1,0.00043099814828608316
N92.2,0.00043099814828608316
N92.3,0.00043099814828608316
N92.4,0.00043099814828608316
N92.5,0.00043099814828608316
N92.6,0.00043099814828608316
N94.0,0.0002636651003704702
N94.10,0.0002636651003704702
N94.11,0.0002636651003704702
N94.12,0.0002636651003704702
N94.19,0.0002636651003704702
N94.2,0.0002636651003704702
N94.3,0.0002636651003704702
N94.4,0.0002636651003704702
N94.5,0.0002636651003704702
N94.6,0.0002636651003704702
N94.89,0.0002636651003704702
N94.9,0.0002636651003704702
N95.0,0.002513829864159942
N95.1,0.002513829864159942
N95.2,0.002513829864159942
N95.8,0.002513829864159942
N95.9,0.002513829864159942
N97.0,0.0005332533654555926
N97.1,0.0005332533654555926
N97.2,0.0005332533654555926
N97.8,0.0005332533654555926
N97.9,0.0005332533654555926
N99.0,0.00015649071272431721
N99.12,0.00015649071272431721
N99.2,0.00015649071272431721
N99.3,0.00015649071272431721
N99.4,0.00015649071272431721
N99.61,0.00015649071272431721
N99.62,0.00015649071272431721
N99.71,0.00015649071272431721
N99.72,0.00015649071272431721
N99.81,0.00015649071272431721
N99.83,0.00015649071272431721
N99.89,0.00015649071272431721
Q20.0,4.866475290680405e-05
Q20.1,4.866475290680405e-05
Q20.2,4.866475290680405e-05
Q20.3,4.866475290680405e-05
Q20.4,4.866475290680405e-05
Q20.5,4.866475290680405e-05
Q20.6,4.866475290680405e-05
Q20.8,4.866475290680405e-05
Q20.9,4.866475290680405e-05
Q21.0,0.00017036572091403546
Q21.1,0.00017036572091403546
Q21.2,0.00017036572091403546
Q21.3,0.00017036572091403546
Q21.4,0.00017036572091403546
Q21.8,0.00017036572091403546
Q21.9,0.00017036572091403546
Q24.0,0.0002056227764568587
Q24.1,0.0002056227764568587
Q24.2,0.0002056227764568587
Q24.3,0.0002056227764568587
Q24.4,0.0002056227764568587
Q24.5,0.0002056227764568587
Q24.6,0.0002056227764568587
Q24.8,0.0002056227764568587
Q24.9,0.0002056227764568587
Q65.00,4.874395521959327e-05
Q65.01,4.874395521959327e-05
Q65.02,4.874395521959327e-05
Q65.1,4.874395521959327e-05
Q65.2,4.874395521959327e-05
Q65.30,4.874395521959327e-05
Q65.31,4.874395521959327e-05
Q65.32,4.874395521959327e-05
Q65.4,4.874395521959327e-05
Q65.5,4.874395521959327e-05
Q65.6,4.874395521959327e-05
Q65.81,4.874395521959327e-05
Q65.82,4.874395521959327e-05
Q65.89,4.874395521959327e-05
Q65.9,4.874395521959327e-05
Q66.0,2.4221025045779402e-05
Q66.1,2.4221025045779402e-05
Q66.21,2.4221025045779402e-05
Q66.22,2.4221025045779402e-05
Q66.3,2.4221025045779402e-05
Q66.4,2.4221025045779402e-05
Q66.50,2.4221025045779402e-05
Q66.51,2.4221025045779402e-05
Q66.52,2.4221025045779402e-05
Q66.6,2.4221025045779402e-05
Q66.7,2.4221025045779402e-05
Q66.80,2.4221025045779402e-05
Q66.81,2.4221025045779402e-05
Q66.82,2.4221025045779402e-05
Q66.89,2.4221025045779402e-05
Q66.9,2.4221025045779402e-05
